customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score
C05152,6,14,4406.0,5,4,3,543
C05153,3,9,5055.0,5,3,3,533
C05154,49,8,5178.0,1,2,3,123
C05155,3,13,3514.0,5,4,2,542
C05156,16,12,8154.0,3,4,4,344
C05157,15,8,3595.0,3,2,2,322
C05158,176,2,1084.0,1,1,1,111
C05159,10,8,3253.0,4,2,2,422
C05160,74,5,3524.0,1,1,2,112
C05161,10,11,2734.0,4,3,2,432
C05162,11,13,6837.0,4,4,4,444
C05163,29,13,4816.75,2,4,3,243
C05164,6,10,6787.0,5,3,4,534
C05165,9,8,2686.0,4,2,2,422
C05166,15,13,4350.0,3,4,3,343
C05167,102,6,11318.410000000003,1,1,5,115
C05168,3,13,28507.350000000006,5,4,5,545
C05169,55,15,6742.15,1,5,4,154
C05170,9,13,8546.0,4,4,5,445
C05171,38,10,9510.0,1,3,5,135
C05172,13,16,9174.0,3,5,5,355
C05173,12,4,3315.0,4,1,2,412
C05174,26,14,6778.0,2,4,4,244
C05175,3,4,1254.0,5,1,1,511
C05176,14,16,10257.0,3,5,5,355
C05177,6,18,19228.880000000005,5,5,5,555
C05178,10,12,7690.0,4,4,4,444
C05179,26,10,5672.0,2,3,3,233
C05180,57,6,6567.0,1,1,4,114
C05181,4,9,8601.15,5,3,5,535
C05182,4,12,9795.0,5,4,5,545
C05183,17,4,1042.0,3,1,1,311
C05184,7,12,4927.0,4,4,3,443
C05185,22,6,2620.0,2,1,2,212
C05186,8,5,3369.0,4,1,2,412
C05187,11,3,1017.0,4,1,1,411
C05188,2,18,16046.470000000001,5,5,5,555
C05189,30,3,1357.0,2,1,1,211
C05190,9,18,12307.0,4,5,5,455
C05191,6,14,4651.0,5,4,3,543
C05192,25,14,7879.65,2,4,4,244
C05193,21,13,6045.0,2,4,4,244
C05194,26,8,5490.0,2,2,3,223
C05195,76,4,8876.410000000003,1,1,5,115
C05196,2,6,3247.0,5,1,2,512
C05197,41,9,4312.0,1,3,3,133
C05198,96,7,3662.45,1,2,2,122
C05199,35,16,7360.15,2,5,4,254
C05200,2,8,2005.0,5,2,1,521
C05201,12,3,965.0,4,1,1,411
C05202,3,2,727.0,5,1,1,511
C05203,24,12,2824.0,2,4,2,242
C05204,12,13,5063.0,4,4,3,443
C05205,7,8,3817.0,4,2,2,422
C05206,56,4,7200.390000000002,1,1,4,114
C05207,14,10,3585.0,3,3,2,332
C05208,8,17,13484.15,4,5,5,455
C05209,25,12,4844.0,2,4,3,243
C05210,21,14,10455.0,2,4,5,245
C05211,37,11,3070.0,1,3,2,132
C05212,6,12,12674.470000000001,5,4,5,545
C05213,32,11,9129.0,2,3,5,235
C05214,74,10,4508.0,1,3,3,133
C05215,28,8,4216.0,2,2,3,223
C05216,47,7,5491.3,1,2,3,123
C05217,47,3,1839.0,1,1,1,111
C05218,44,18,6863.0,1,5,4,154
C05219,10,8,7921.2400000000025,4,2,4,424
C05220,18,18,8595.0,3,5,5,355
C05221,30,6,4061.0,2,1,3,213
C05222,10,6,4897.75,4,1,3,413
C05223,13,13,10331.45,3,4,5,345
C05224,6,11,11098.410000000003,5,3,5,535
C05225,10,4,992.0,4,1,1,411
C05226,12,10,5493.0,4,3,3,433
C05227,15,12,12172.0,3,4,5,345
C05228,10,11,5329.0,4,3,3,433
C05229,30,8,3560.0,2,2,2,222
C05230,36,14,6082.0,2,4,4,244
C05231,21,7,4281.0,2,2,3,223
C05232,20,9,7112.0,3,3,4,334
C05233,6,18,8962.470000000001,5,5,5,555
C05234,5,12,4040.0,5,4,3,543
C05235,45,3,1388.0,1,1,1,111
C05236,6,15,11627.0,5,5,5,555
C05237,12,8,3923.0,4,2,3,423
C05238,27,10,4938.0,2,3,3,233
C05239,22,13,3285.0,2,4,2,242
C05240,99,3,1915.0,1,1,1,111
C05241,12,13,5777.0,4,4,4,444
C05242,17,8,10960.0,3,2,5,325
C05243,4,17,7215.0,5,5,4,554
C05244,9,8,3612.0,4,2,2,422
C05245,15,10,1521.0,3,3,1,331
C05246,19,11,11157.410000000003,3,3,5,335
C05247,75,2,569.0,1,1,1,111
C05248,19,3,547.6,3,1,1,311
C05249,41,7,5941.099999999999,1,2,4,124
C05250,4,14,5616.1,5,4,3,543
C05251,49,5,1714.0,1,1,1,111
C05252,51,3,505.0,1,1,1,111
C05253,48,8,4022.0,1,2,3,123
C05254,15,16,6432.0,3,5,4,354
C05255,22,14,16916.75,2,4,5,245
C05256,14,9,4150.0,3,3,3,333
C05257,74,5,1584.0,1,1,1,111
C05258,4,7,1732.0,5,2,1,521
C05259,4,14,10008.15,5,4,5,545
C05260,23,19,6491.0,2,5,4,254
C05261,10,17,9258.0,4,5,5,455
C05262,78,12,4179.0,1,4,3,143
C05263,107,2,230.0,1,1,1,111
C05264,27,8,6759.0,2,2,4,224
C05265,4,14,11725.470000000001,5,4,5,545
C05266,4,14,7616.0,5,4,4,544
C05267,16,13,6108.25,3,4,4,344
C05268,5,14,8938.9,5,4,5,545
C05269,61,7,1561.0,1,2,1,121
C05270,57,6,4424.0,1,1,3,113
C05271,23,9,4029.0,2,3,3,233
C05272,22,9,2421.0,2,3,2,232
C05273,13,13,12584.0,3,4,5,345
C05274,18,9,6285.0,3,3,4,334
C05275,7,9,4764.0,4,3,3,433
C05276,17,13,9594.0,3,4,5,345
C05277,39,3,937.0,1,1,1,111
C05278,4,14,8984.0,5,4,5,545
C05279,2,12,6789.0,5,4,4,544
C05280,52,6,5167.0,1,1,3,113
C05281,8,17,11902.77,4,5,5,455
C05282,5,8,7322.470000000001,5,2,4,524
C05283,56,6,3215.0,1,1,2,112
C05284,63,7,2311.0,1,2,1,121
C05285,14,2,728.0,3,1,1,311
C05286,7,9,2532.0,4,3,2,432
C05287,25,8,4159.0,2,2,3,223
C05288,45,5,1269.0,1,1,1,111
C05289,25,11,15015.0,2,3,5,235
C05290,45,7,4878.0,1,2,3,123
C05291,4,16,6873.5,5,5,4,554
C05292,60,5,5198.0,1,1,3,113
C05293,4,14,2863.0,5,4,2,542
C05294,25,8,2517.0,2,2,2,222
C05295,25,7,1201.0,2,2,1,221
C05296,52,3,1300.0,1,1,1,111
C05297,10,10,8153.470000000001,4,3,4,434
C05298,2,10,4148.0,5,3,3,533
C05299,25,8,1629.0,2,2,1,221
C05300,2,9,5892.0,5,3,4,534
C05301,6,16,13056.25,5,5,5,555
C05302,29,6,1680.0,2,1,1,211
C05303,14,11,22211.72,3,3,5,335
C05304,11,14,7069.470000000001,4,4,4,444
C05305,118,1,499.0,1,1,1,111
C05306,58,9,14311.15,1,3,5,135
C05307,24,3,267.0,2,1,1,211
C05308,5,8,3463.25,5,2,2,522
C05309,68,6,2106.0,1,1,1,111
C05310,15,9,6637.0,3,3,4,334
C05311,4,10,6150.0,5,3,4,534
C05312,8,12,28157.880000000005,4,4,5,445
C05313,24,6,1591.0,2,1,1,211
C05314,2,13,3693.0,5,4,2,542
C05315,42,3,546.0,1,1,1,111
C05316,12,13,7953.0,4,4,4,444
C05317,35,6,1468.0,2,1,1,211
C05318,78,5,1679.0,1,1,1,111
C05319,12,12,8092.470000000001,4,4,4,444
C05320,5,6,2961.0,5,1,2,512
C05321,87,3,7026.470000000001,1,1,4,114
C05322,25,8,6307.0,2,2,4,224
C05323,16,6,3006.0,3,1,2,312
C05324,10,5,4323.0,4,1,3,413
C05325,5,3,1013.0,5,1,1,511
C05326,28,7,2579.2000000000003,2,2,2,222
C05327,61,6,4085.0,1,1,3,113
C05328,19,10,5970.470000000001,3,3,4,334
C05329,77,3,770.0,1,1,1,111
C05330,145,1,185.0,1,1,1,111
C05331,6,17,13581.970000000001,5,5,5,555
C05332,11,5,2722.0,4,1,2,412
C05333,15,13,4362.0,3,4,3,343
C05334,59,7,2539.0,1,2,2,122
C05335,16,7,3768.0,3,2,2,322
C05336,19,7,3798.0,3,2,2,322
C05337,35,12,6959.220000000001,2,4,4,244
C05338,3,11,6686.0,5,3,4,534
C05339,16,9,3436.0,3,3,2,332
C05340,18,6,5051.0,3,1,3,313
C05341,17,5,1499.0,3,1,1,311
C05342,13,19,14315.470000000001,3,5,5,355
C05343,2,11,4000.0,5,3,3,533
C05344,50,6,2503.0,1,1,2,112
C05345,38,4,1294.0,1,1,1,111
C05346,2,9,4435.0,5,3,3,533
C05347,9,10,3321.0,4,3,2,432
C05348,33,15,11936.0,2,5,5,255
C05349,25,13,8964.0,2,4,5,245
C05350,28,6,1715.0,2,1,1,211
C05351,12,14,6264.0,4,4,4,444
C05352,20,12,9373.3,3,4,5,345
C05353,19,6,2323.0,3,1,1,311
C05354,43,11,4616.0,1,3,3,133
C05355,4,8,5150.0,5,2,3,523
C05356,11,2,720.25,4,1,1,411
C05357,26,12,6284.0,2,4,4,244
C05358,6,3,1873.0,5,1,1,511
C05359,9,5,2494.0,4,1,2,412
C05360,77,2,7505.0,1,1,4,114
C05361,11,11,11543.0,4,3,5,435
C05362,9,18,9701.0,4,5,5,455
C05363,23,7,1383.15,2,2,1,221
C05364,46,6,1643.0,1,1,1,111
C05365,11,8,4601.0,4,2,3,423
C05366,55,9,10655.470000000001,1,3,5,135
C05367,27,3,1286.0,2,1,1,211
C05368,2,13,14520.880000000005,5,4,5,545
C05369,8,15,11659.470000000001,4,5,5,455
C05370,54,7,6193.5,1,2,4,124
C05371,9,7,3931.0,4,2,3,423
C05372,9,14,8400.0,4,4,4,444
C05373,13,12,9685.0,3,4,5,345
C05374,41,13,10168.0,1,4,5,145
C05375,2,8,9573.0,5,2,5,525
C05376,14,17,12416.940000000002,3,5,5,355
C05377,16,12,3556.0,3,4,2,342
C05378,54,5,4449.0,1,1,3,113
C05379,31,6,2278.0,2,1,1,211
C05380,5,9,1653.0,5,3,1,531
C05381,11,10,5474.0,4,3,3,433
C05382,5,12,6717.0,5,4,4,544
C05383,3,9,14593.350000000006,5,3,5,535
C05384,8,11,9307.77,4,3,5,435
C05385,8,7,8788.0,4,2,5,425
C05386,2,9,3640.0,5,3,2,532
C05387,2,18,7212.5,5,5,4,554
C05388,10,15,11285.75,4,5,5,455
C05389,20,6,2358.0,3,1,2,312
C05390,2,6,10239.910000000003,5,1,5,515
C05391,17,7,2509.0,3,2,2,322
C05392,6,17,8012.8,5,5,4,554
C05393,7,15,6817.0,4,5,4,454
C05394,4,4,3033.0,5,1,2,512
C05395,17,11,6561.0,3,3,4,334
C05396,16,10,4604.0,3,3,3,333
C05397,41,8,4293.0,1,2,3,123
C05398,24,11,1654.0,2,3,1,231
C05399,8,10,4527.0,4,3,3,433
C05400,56,9,2145.0,1,3,1,131
C05401,55,3,3255.0,1,1,2,112
C05402,15,10,11700.010000000004,3,3,5,335
C05403,2,4,2993.0,5,1,2,512
C05404,10,12,3245.0,4,4,2,442
C05405,5,11,12303.06,5,3,5,535
C05406,80,4,1746.0,1,1,1,111
C05407,10,12,11328.45,4,4,5,445
C05408,7,17,11128.470000000001,4,5,5,455
C05409,4,15,6296.0,5,5,4,554
C05410,2,11,12036.0,5,3,5,535
C05411,35,3,2756.0,2,1,2,212
C05412,33,7,4420.0,2,2,3,223
C05413,76,6,4204.0,1,1,3,113
C05414,39,9,3372.0,1,3,2,132
C05415,76,2,2549.0,1,1,2,112
C05416,2,7,2690.0,5,2,2,522
C05417,88,2,667.0,1,1,1,111
C05418,7,8,8509.470000000001,4,2,4,424
C05419,6,6,1641.0,5,1,1,511
C05420,35,10,3426.75,2,3,2,232
C05421,2,18,12525.4,5,5,5,555
C05422,27,6,5324.0,2,1,3,213
C05423,23,10,3230.0,2,3,2,232
C05424,7,15,8111.0,4,5,4,454
C05425,23,2,754.0,2,1,1,211
C05426,42,4,288.0,1,1,1,111
C05427,42,15,8905.9,1,5,5,155
C05428,7,14,13141.0,4,4,5,445
C05429,4,16,9287.25,5,5,5,555
C05430,8,13,7983.0,4,4,4,444
C05431,6,5,1730.0,5,1,1,511
C05432,2,8,3276.0,5,2,2,522
C05433,9,8,7572.0,4,2,4,424
C05434,5,10,2671.5,5,3,2,532
C05435,19,11,3450.0,3,3,2,332
C05436,22,17,14332.470000000001,2,5,5,255
C05437,31,6,1928.0,2,1,1,211
C05438,33,7,6519.0,2,2,4,224
C05439,11,16,10422.0,4,5,5,455
C05440,8,6,6049.940000000002,4,1,4,414
C05441,23,17,16314.940000000002,2,5,5,255
C05442,84,2,709.0,1,1,1,111
C05443,6,9,6046.0,5,3,4,534
C05444,77,2,807.0,1,1,1,111
C05445,45,5,3658.45,1,1,2,112
C05446,30,6,2898.0,2,1,2,212
C05447,21,9,4612.75,2,3,3,233
C05448,53,11,5392.72,1,3,3,133
C05449,64,7,1940.0,1,2,1,121
C05450,25,8,4788.0,2,2,3,223
C05451,2,8,4392.0,5,2,3,523
C05452,56,8,3218.0,1,2,2,122
C05453,2,12,6350.0,5,4,4,544
C05454,7,8,1809.0,4,2,1,421
C05455,18,5,2219.0,3,1,1,311
C05456,15,4,7350.0,3,1,4,314
C05457,22,13,7171.0,2,4,4,244
C05458,12,15,9001.470000000001,4,5,5,455
C05459,8,14,7371.0,4,4,4,444
C05460,6,14,3023.0,5,4,2,542
C05461,10,12,13413.0,4,4,5,445
C05462,30,10,4244.0,2,3,3,233
C05463,12,3,1017.5,4,1,1,411
C05464,9,6,2521.0,4,1,2,412
C05465,21,14,3116.0,2,4,2,242
C05466,23,14,6124.0,2,4,4,244
C05467,49,10,3837.0,1,3,3,133
C05468,8,12,6852.0,4,4,4,444
C05469,7,17,15088.470000000001,4,5,5,455
C05470,18,5,3272.0,3,1,2,312
C05471,62,4,1288.0,1,1,1,111
C05472,31,7,3493.0,2,2,2,222
C05473,44,8,3729.0,1,2,2,122
C05474,17,13,5233.0,3,4,3,343
C05475,13,11,3922.15,3,3,3,333
C05476,97,8,2487.0,1,2,2,122
C05477,28,12,6653.0,2,4,4,244
C05478,15,6,1668.0,3,1,1,311
C05479,18,7,4420.0,3,2,3,323
C05480,4,12,2915.0,5,4,2,542
C05481,14,13,7855.0,3,4,4,344
C05482,55,4,1462.0,1,1,1,111
C05483,31,5,3243.0,2,1,2,212
C05484,4,18,6552.0,5,5,4,554
C05485,4,6,2185.0,5,1,1,511
C05486,59,5,2559.0,1,1,2,112
C05487,19,9,4900.0,3,3,3,333
C05488,3,6,3609.0,5,1,2,512
C05489,29,8,3140.0,2,2,2,222
C05490,6,18,8908.0,5,5,5,555
C05491,5,10,5881.0,5,3,4,534
C05492,3,16,13118.27,5,5,5,555
C05493,32,14,5198.15,2,4,3,243
C05494,36,2,710.0,2,1,1,211
C05495,15,7,1592.0,3,2,1,321
C05496,3,8,2855.15,5,2,2,522
C05497,29,6,10141.470000000001,2,1,5,215
C05498,6,7,2517.0,5,2,2,522
C05499,25,12,3623.0,2,4,2,242
C05500,8,8,3200.0,4,2,2,422
C05501,36,17,5340.0,2,5,3,253
C05502,31,9,6868.0,2,3,4,234
C05503,6,9,3580.0,5,3,2,532
C05504,11,12,6138.0,4,4,4,444
C05505,47,7,7813.0,1,2,4,124
C05506,8,12,6739.0,4,4,4,444
C05507,2,8,4151.0,5,2,3,523
C05508,81,2,1056.0,1,1,1,111
C05509,90,2,874.0,1,1,1,111
C05510,7,17,12733.940000000002,4,5,5,455
C05511,7,14,4715.0,4,4,3,443
C05512,21,12,11298.75,2,4,5,245
C05513,13,12,3773.0,3,4,2,342
C05514,2,18,15852.910000000003,5,5,5,555
C05515,26,10,22402.23000000001,2,3,5,235
C05516,27,7,2603.0,2,2,2,222
C05517,11,11,5481.0,4,3,3,433
C05518,36,8,1800.0,2,2,1,221
C05519,22,7,4817.0,2,2,3,223
C05520,52,4,3712.0,1,1,2,112
C05521,60,6,4416.0,1,1,3,113
C05522,3,7,4337.620000000001,5,2,3,523
C05523,11,16,6353.0,4,5,4,454
C05524,20,5,2941.25,3,1,2,312
C05525,21,13,4374.0,2,4,3,243
C05526,30,8,8899.940000000002,2,2,5,225
C05527,14,8,6868.0,3,2,4,324
C05528,5,4,4340.0,5,1,3,513
C05529,26,9,6337.0,2,3,4,234
C05530,4,3,4653.0,5,1,3,513
C05531,27,7,3030.0,2,2,2,222
C05532,10,12,7965.0,4,4,4,444
C05533,4,12,5176.0,5,4,3,543
C05534,25,7,7530.0,2,2,4,224
C05535,19,4,1412.0,3,1,1,311
C05536,16,16,8019.0,3,5,4,354
C05537,14,12,10800.0,3,4,5,345
C05538,15,9,3129.0,3,3,2,332
C05539,2,14,1565.0,5,4,1,541
C05540,9,10,4393.0,4,3,3,433
C05541,18,11,1327.0,3,3,1,331
C05542,33,2,529.0,2,1,1,211
C05543,5,4,1365.0,5,1,1,511
C05544,3,5,1734.0,5,1,1,511
C05545,9,17,11176.0,4,5,5,455
C05546,6,14,19148.560000000005,5,4,5,545
C05547,22,7,4406.470000000001,2,2,3,223
C05548,2,15,9529.940000000002,5,5,5,555
C05549,36,2,1440.0,2,1,1,211
C05550,26,5,1983.0,2,1,1,211
C05551,6,14,7528.0,5,4,4,544
C05552,9,9,9569.470000000001,4,3,5,435
C05553,130,3,1306.0,1,1,1,111
C05554,5,11,2157.0,5,3,1,531
C05555,3,5,3333.0,5,1,2,512
C05556,82,2,2677.4,1,1,2,112
C05557,27,12,4429.75,2,4,3,243
C05558,4,13,6345.270000000001,5,4,4,544
C05559,40,12,8716.0,1,4,5,145
C05560,68,7,3163.0,1,2,2,122
C05561,4,4,1687.0,5,1,1,511
C05562,3,7,2028.0,5,2,1,521
C05563,5,12,6407.0,5,4,4,544
C05564,5,14,10057.0,5,4,5,545
C05565,3,7,2071.0,5,2,1,521
C05566,3,9,3858.0,5,3,3,533
C05567,6,15,8097.0,5,5,4,554
C05568,24,11,2004.0,2,3,1,231
C05569,26,6,842.0,2,1,1,211
C05570,12,8,2434.0,4,2,2,422
C05571,13,8,6948.940000000002,3,2,4,324
C05572,5,8,7106.0,5,2,4,524
C05573,14,11,3051.0,3,3,2,332
C05574,53,3,1116.0,1,1,1,111
C05575,10,2,944.0,4,1,1,411
C05576,18,8,8044.470000000001,3,2,4,324
C05577,7,10,2919.0,4,3,2,432
C05578,15,8,5364.0,3,2,3,323
C05579,10,17,8793.5,4,5,5,455
C05580,9,12,3853.0,4,4,3,443
C05581,3,10,6223.0,5,3,4,534
C05582,6,17,6881.8,5,5,4,554
C05583,27,9,6195.0,2,3,4,234
C05584,7,14,2900.0,4,4,2,442
C05585,9,14,9576.19,4,4,5,445
C05586,8,16,8221.0,4,5,4,454
C05587,2,15,6073.0,5,5,4,554
C05588,7,17,11214.65,4,5,5,455
C05589,16,12,6004.0,3,4,4,344
C05590,10,8,3635.0,4,2,2,422
C05591,4,11,8513.75,5,3,4,534
C05592,11,14,14241.790000000005,4,4,5,445
C05593,11,6,1872.0,4,1,1,411
C05594,8,9,2044.0,4,3,1,431
C05595,18,8,3022.0,3,2,2,322
C05596,7,15,29546.350000000006,4,5,5,455
C05597,77,3,677.0,1,1,1,111
C05598,20,15,2334.0,3,5,2,352
C05599,55,6,1333.0,1,1,1,111
C05600,7,8,9134.0,4,2,5,425
C05601,4,18,8435.4,5,5,4,554
C05602,131,2,1394.0,1,1,1,111
C05603,19,12,6969.470000000001,3,4,4,344
C05604,10,11,3518.5,4,3,2,432
C05605,8,16,10607.940000000002,4,5,5,455
C05606,3,10,14981.880000000005,5,3,5,535
C05607,15,14,6499.0,3,4,4,344
C05608,27,5,2072.0,2,1,1,211
C05609,22,9,3197.0,2,3,2,232
C05610,20,14,4051.0,3,4,3,343
C05611,21,11,20378.0,2,3,5,235
C05612,2,14,6398.0,5,4,4,544
C05613,31,4,5312.5,2,1,3,213
C05614,6,18,8527.0,5,5,4,554
C05615,10,13,5532.15,4,4,3,443
C05616,38,12,9435.0,1,4,5,145
C05617,15,10,10687.0,3,3,5,335
C05618,7,9,7246.5,4,3,4,434
C05619,3,6,2151.0,5,1,1,511
C05620,18,6,1557.0,3,1,1,311
C05621,13,13,3057.0,3,4,2,342
C05622,12,11,5825.0,4,3,4,434
C05623,12,11,7368.470000000001,4,3,4,434
C05624,15,15,9865.16,3,5,5,355
C05625,65,3,4187.470000000001,1,1,3,113
C05626,3,13,12952.880000000005,5,4,5,545
C05627,22,4,1628.0,2,1,1,211
C05628,4,15,15234.880000000005,5,5,5,555
C05629,4,7,3203.0,5,2,2,522
C05630,16,15,5911.0,3,5,4,354
C05631,16,9,2739.0,3,3,2,332
C05632,50,8,2421.0,1,2,2,122
C05633,29,5,2977.0,2,1,2,212
C05634,33,9,3757.96,2,3,2,232
C05635,17,12,12773.0,3,4,5,345
C05636,37,2,916.0,1,1,1,111
C05637,13,9,2827.0,3,3,2,332
C05638,7,18,16067.880000000005,4,5,5,455
C05639,2,8,4232.0,5,2,3,523
C05640,28,8,2736.0,2,2,2,222
C05641,32,8,5037.470000000001,2,2,3,223
C05642,42,11,6190.5,1,3,4,134
C05643,5,17,9577.0,5,5,5,555
C05644,12,6,2048.0,4,1,1,411
C05645,31,7,2929.0,2,2,2,222
C05646,5,12,3481.0,5,4,2,542
C05647,4,12,5464.0,5,4,3,543
C05648,3,5,2405.0,5,1,2,512
C05649,30,7,1297.0,2,2,1,221
C05650,15,11,3741.0,3,3,2,332
C05651,23,5,1648.0,2,1,1,211
C05652,8,6,2549.0,4,1,2,412
C05653,16,8,6645.0,3,2,4,324
C05654,58,2,328.0,1,1,1,111
C05655,3,14,3859.0,5,4,3,543
C05656,23,14,6560.0,2,4,4,244
C05657,119,3,1067.0,1,1,1,111
C05658,3,14,7026.370000000001,5,4,4,544
C05659,8,3,1653.0,4,1,1,411
C05660,15,10,7226.0,3,3,4,334
C05661,21,6,7062.470000000001,2,1,4,214
C05662,11,8,5895.0,4,2,4,424
C05663,30,8,1984.0,2,2,1,221
C05664,16,18,13114.0,3,5,5,355
C05665,9,13,13765.0,4,4,5,445
C05666,11,7,1859.0,4,2,1,421
C05667,12,9,5143.0,4,3,3,433
C05668,19,5,2705.0,3,1,2,312
C05669,10,17,13478.0,4,5,5,455
C05670,6,13,8243.470000000001,5,4,4,544
C05671,7,10,4734.0,4,3,3,433
C05672,93,3,1154.0,1,1,1,111
C05673,9,18,14486.310000000003,4,5,5,455
C05674,21,14,7807.770000000001,2,4,4,244
C05675,38,5,1179.0,1,1,1,111
C05676,37,9,5512.0,1,3,3,133
C05677,12,15,10506.6,4,5,5,455
C05678,12,7,1490.0,4,2,1,421
C05679,12,7,13392.350000000006,4,2,5,425
C05680,25,6,3070.0,2,1,2,212
C05681,9,17,9539.75,4,5,5,455
C05682,18,14,7041.0,3,4,4,344
C05683,15,14,19409.25,3,4,5,345
C05684,16,6,5337.0,3,1,3,313
C05685,2,19,8029.64,5,5,4,554
C05686,14,14,3135.0,3,4,2,342
C05687,5,11,2005.0,5,3,1,531
C05688,22,7,1665.0,2,2,1,221
C05689,3,13,4108.0,5,4,3,543
C05690,20,14,6212.0,3,4,4,344
C05691,12,6,1832.0,4,1,1,411
C05692,12,4,3916.0,4,1,3,413
C05693,65,13,5460.0,1,4,3,143
C05694,81,3,2753.0,1,1,2,112
C05695,8,10,6677.15,4,3,4,434
C05696,5,9,4426.0,5,3,3,533
C05697,17,7,5654.25,3,2,3,323
C05698,27,4,2328.0,2,1,1,211
C05699,14,6,8069.940000000002,3,1,4,314
